Syng_TIGR_013	1	10512	1.64526255707763
Syng_TIGR_036	1	10434	3.30803143569101
Syng_TIGR_019	1	10422	1.02465937440031
Syng_TIGR_034	1	10311	3
Syng_TIGR_009	1	10296	2.02097902097902
Syng_TIGR_041	1	10210	0.388050930460333
Syng_TIGR_024	1	10060	1.46063618290258
Syng_TIGR_022	1	9889	1.96875316007685
Syng_TIGR_032	1	9603	2
Syng_TIGR_031	1	9548	2.93715961457897
Syng_TIGR_050	1	8529	1.69175753312229
Syng_TIGR_038	1	8197	1.80883249969501
Syng_TIGR_007	1	7820	4
Syng_TIGR_048	1	7140	0.509663865546218
Syng_TIGR_039	1	6269	1.73392885627692
Syng_TIGR_049	1	6261	2
Syng_TIGR_044	1	6000	1.41816666666667
Syng_TIGR_042	1	5510	1.66424682395644
Syng_TIGR_043	1	4236	2.45632672332389
